"UNIT CODE","UNIT NAME","ORGAN CODE","ORGAN NAME","SUPERIOR ORGAN CODE","SUPERIOR ORGAN NAME"
974,CAMPUS PECÉM/IFCE                            ,26405,"INST.FED.DE EDUC.,CIENC.E TEC.DO CEARÁ       ",26000,MINISTERIO DA EDUCACAO                       
1199,EPE - CONSELHOS                              ,32314,EMPRESA DE PESQUISA ENERGéTICA               ,32000,MINISTERIO DE MINAS E ENERGIA                
1404,EPE - SUP PETRÓLEO E GÁS NATURAL             ,32314,EMPRESA DE PESQUISA ENERGéTICA               ,32000,MINISTERIO DE MINAS E ENERGIA                
1405,EPE - SUP DERIVADOS PETRÓLEO E BIOCOMBUSTÍVEI,32314,EMPRESA DE PESQUISA ENERGéTICA               ,32000,MINISTERIO DE MINAS E ENERGIA                
15873,INST FED.DE EDUC. CIENC.E.TEC.DA PARAIBA     ,c,"INST.FED.DE EDUC.,CIENC.E TEC. DA PARAIBA    ",26000,MINISTERIO DA EDUCACAO                       
110328,CNEN/UAOC - DIVISÃO DE RADIOPROTEÇÃO         ,52000,MINISTERIO DEFESA                            ,52000,MINISTERIO DEFESA                            
110335,CNEN/UAOC - LABORATÓRIO REJEITOS RADIOATIVOS ,52000,MINISTERIO DEFESA                            ,52000,MINISTERIO DEFESA                            
110336,CNEN/UAOC - CENTRO DE BIOTECNOLOGIA          ,52000,MINISTERIO DEFESA                            ,52000,MINISTERIO DEFESA                            
120102,CONSULTORIA JURIDICA DO MIN.DA AERONAUTICA   ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120128,CENTRO DE COMPUTACAO DA AERONAUTICA DO RJ    ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120129,CENTRO DE MEDICINA AEROESPACIAL              ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120130,COMANDO GERAL DE APOIO                       ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120131,COMANDO GERAL DE PESSOAL                     ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120132,DEPARTAMENTO DE ENSINO DA AERONAUTICA        ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120133,DIRETORIA DE INTENDENCIA DA AERONAUTICA      ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120134,INSTITUTO DE PSICOLOGIA DA AERONAUTICA       ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120135,SERVICO GERAL DE CORRESPONDENCIA E ARQUIVO   ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
110337,CNEN/UAOC - CENTRO DO REATOR DE PESQUISA     ,52000,MINISTERIO DEFESA                            ,52000,MINISTERIO DEFESA                            
110339,CNEN/UAOC - CENTRO CIEN TECNOL DOS MATERIAIS ,52000,MINISTERIO DEFESA                            ,52000,MINISTERIO DEFESA                            
110340,CNEN/UAOC - CENTRO DO COMBUSTÍVEL NUCLEAR    ,52000,MINISTERIO DEFESA                            ,52000,MINISTERIO DEFESA                            
110341,CNEN/UAOC - CENTRO DE QUÍMICA E MEIO AMB     ,52000,MINISTERIO DEFESA                            ,52000,MINISTERIO DEFESA                            
120136,DIRETORIA DE ADMINISTRACAO DO PESSOAL        ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120137,COMISSAO DE DESPORTOS DA AERONAUTICA         ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120138,MUSEU AEROESPACIAL                           ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120139,QUARTO SERVICO REGIONAL DE AVIACAO CIVIL     ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120140,INSTITUTO TECNOLOGICO DA AERONAUTICA         ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120141,INSTITUTO DE AERONAUTICA E ESPACO            ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120163,CENTRO DE CATALOGACAO DA AERONAUTICA         ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120164,ASSESSORIA PARLAMENTAR DO COMAER             ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120165,INST. DE FISIOL. AER. BRIG. ROBERTO TEIXEIRA ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120166,BAT. DE INFANTARIA DA AERONAUTICA DE BRASILIA,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
110369,SECRETARIA DE AVIAÇÃO CIVIL                  ,52000,MINISTERIO DEFESA                            ,52000,MINISTERIO DEFESA                            
110370,GABINETE DO MINISTRO - MINISTERIO DA DEFESA  ,52000,MINISTERIO DEFESA                            ,52000,MINISTERIO DEFESA                            
110379,ORDINARIADO MILITAR - MINISTERIO DA DEFESA   ,52000,MINISTERIO DEFESA                            ,52000,MINISTERIO DEFESA                            
130025,SUPERINT.FEDERAL DE AGRIC.PECUARIA E ABASTEC.,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
130026,DISTRITO DE METEOROLOGIA/PE                  ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
130027,SUPERINT.FEDERAL DE AGRIC.PECUARIA E ABASTEC.,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
130028,SUPERINT.FEDERAL DE AGRIC.PECUARIA E ABASTEC.,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
130029,SUPERINT.FEDERAL DE AGRIC.PECUARIA E ABASTEC.,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
130030,DISTRITO DE METEOROLOGIA/MT                  ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
130031,COMISSÃO EXEC. DA LAVOURA CACAUEIRA          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
130032,LABORATÓRIO FEDERAL DE DEFESA AGROPECUÁRIA/GO,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
130033,EMBRAPA/SIRE                                 ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
130034,EMBRAPA-AGROFUTURO-DF                        ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
130035,COORD.-GERAL DE EXEC.FIN.-CGEF / SEAP-PR     ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
130041,"SUP.FED.DE AGRIC.,PEC.E ABAST./SFA - SEAP/PR ",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
130042,"SUP.FED.DE AGRIC.,PEC.E ABAST./SFA - SEAP/PR ",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
130043,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  ,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA  
130044,"SUP.FED.DE AGRIC.,PEC.E ABAST./SFA - SEAP/PR ",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
130047,"SUP.FED.DE AGRIC.,PEC.E ABAST./SFA - SEAP/PR ",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
130054,"SUP.FED.DE AGRIC.,PEC.E ABAST./SFA - SEAP/PR ",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
130056,SUPERINT.FEDERAL DE AGRIC.PECUARIA E ABASTEC.,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
130057,DISTRITO DE METEOROLOGIA/MG                  ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
130058,LABORATÓRIO FEDERAL DE DEFESA AGROPECUÁRIA   ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
130060,SUPERINT.FEDERAL DE AGRIC.PECUARIA E ABASTEC.,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
130062,SUPERINT.FEDERAL DE AGRIC.PECUARIA E ABASTEC.,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
130063,SUPERINT.FEDERAL DE AGRIC.PECUARIA E ABASTEC.,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
130064,DISTRITO DE METEOROLOGIA/RJ                  ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
130067,SUPERINTENDENCIA FED DE AGRIC DO EST DE SP   ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
130068,DISTRITO DE METEOROLOGIA/SP                  ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
130069,SUPERINT.FEDERAL DE AGRIC.PECUARIA E ABASTEC.,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
130070,SUPERINT.FEDERAL DE AGRIC.PECUARIA E ABASTEC.,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
130072,SUPERINT.FEDERAL DE AGRIC.PECUARIA E ABASTEC.,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
130074,SUPERINT.FEDERAL DE ACRIC.PECUARIA E ABASTEC.,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
130075,DISTRITO DE METEOROLOGIA/RS                  ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
130077,SUPERINT.FEDERAL DE AGRIC.PECUARIA E ABASTEC.,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ",22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
120167,INSTITUTO DE CIENCIAS DA ATIV. FIS. DA AER.  ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120168,I SERV. REG. DE INVEST. E PREV. DE ACID. AER.,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120169,II SERV. REG. DE INVEST. E PREV. DE ACID. AER,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120170,III SERV. REG. DE INVEST. E PREV. DE ACID AER,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120171,IV SERV. REG. DE INVEST. E PREV. DE ACID. AER,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120172,V SERV. REG. DE INVEST. E PREV. DE ACID. AER.,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120173,VI SERV. REG. DE INVEST. E PREV. DE ACID. AER,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120174,VII SERV. REG. DE INVEST. E PREV. DE ACID AER,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120175,BATALHAO DE INFANTARIA DA AERONAUTICA/CANOAS ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120176,BAT.DE INFANT.DA AERONAUTICA ESPEC.DO GALEAO ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120177,BATALHAO DE INFANTARIA DA AERONAUTICA/RECIFE ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120178,BATALHAO DE INFANTARIA DA AERONAUTICA/BELEM  ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120179,BATALHAO DE INFANTARIA DA AERONAUTICA/RJ     ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120180,UNIDADE DE TELECOMUNICACOES DE ALTAMIRA/PA   ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120181,UNIDADE DE TELECOMUNICACOES DE BARCELOS/AM   ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120182,UNIDADE DE TELECOMUNICACOES DE CARAUARI/AM   ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120183,BAT. DE INFANTARIA DA AERONAUTICA DE MANAUS  ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120184,UNIDADE DE TELECOMUNICACOES DE JI-PARANA-RO  ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120185,UNIDADE DE TELECOMUNICACOES DE JUNDIA-RR     ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120186,UNIDADE DE TELECOMUNICACOES DE MARABA/PA     ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120187,UNIDADE TELECOMUNICACOES PORTO TROMBETAS/PA  ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120188,UNIDADE DE TELECOMUNICACOES DE TARAUACA/AC   ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120189,UNIDADE DE TELECOMUNICACOES DE VISEU/PA      ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120190,UNIDADE DE TELECOMUNICACOES DE SURUCUCU/RR   ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120229,BAT. DE INFANTARIA DA AERONAUTICA DOS AFONSOS,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120236,VICE-DIRECAO EXECUTIVA DO DECEA              ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120264,COMISSÃO DE OBRAS DE ANÁPOLIS                ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120265,COMISSAO DE OBRAS DE NATAL                   ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120270,GRUPO DE SEG E DEF DE SÃO JOSÉ DOS CAMPOS    ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120271,COMISSÃO DE COORD E IMPLANT DE SIST ESPACIAIS,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120272,DESTACAMENTO DE ENGENHARIA DA COMARA EM NATAL,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
110401,MINISTERIO DA DEFESA - GAB. MINISTRO -DF     ,52000,MINISTERIO DEFESA                            ,52000,MINISTERIO DEFESA                            
110402,EMFA ESCOLA SUPERIOR DE GUERRA/RJ            ,52000,MINISTERIO DEFESA                            ,52000,MINISTERIO DEFESA                            
110403,SECRETARIA DE CONTROLE INTERNO/MD            ,52000,MINISTERIO DEFESA                            ,52000,MINISTERIO DEFESA                            
110404,DEPARTAMENTO DE ADMINISTRAÇÃO INTERNA        ,52000,MINISTERIO DEFESA                            ,52000,MINISTERIO DEFESA                            
110406,REPRESENT.DO BRASIL NA JUNTA INTERAM.DEFESA  ,52000,MINISTERIO DEFESA                            ,52000,MINISTERIO DEFESA                            
110407,ESTADO-MAIOR DAS FORCAS ARMADAS - UNID.ORC.  ,52000,MINISTERIO DEFESA                            ,52000,MINISTERIO DEFESA                            
110408,HFA - HOSPITAL DAS FORCAS ARMADAS/DF         ,52000,MINISTERIO DEFESA                            ,52000,MINISTERIO DEFESA                            
110409,ESTADO MAIOR DAS FORCAS ARMADAS - EXTERIOR   ,52000,MINISTERIO DEFESA                            ,52000,MINISTERIO DEFESA                            
110410,ESTADO-MAIOR DAS FORCAS ARMADAS - UO EXTERIOR,52000,MINISTERIO DEFESA                            ,52000,MINISTERIO DEFESA                            
110411,HOSPITAL DAS FORCAS ARMADAS - UO EXTERIOR    ,52000,MINISTERIO DEFESA                            ,52000,MINISTERIO DEFESA                            
110412,HOSPITAL DAS FORCAS ARMADAS - UO EXTERIOR    ,52000,MINISTERIO DEFESA                            ,52000,MINISTERIO DEFESA                            
110413,ESTADO-MAIOR DAS FORCAS ARMADAS - FSM        ,52000,MINISTERIO DEFESA                            ,52000,MINISTERIO DEFESA                            
110414,CENTRO DE CATOLOGACAO DAS FORCAS ARMADAS     ,52000,MINISTERIO DEFESA                            ,52000,MINISTERIO DEFESA                            
110415,FUNDO DO MINISTERIO DA DEFESA                ,52000,MINISTERIO DEFESA                            ,52000,MINISTERIO DEFESA                            
135301,NUCLEO ESTOQUE REGULADOR/PB - PGPM           ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135302,UF/ESPERANCA                                 ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135303,UA/CAJAZEIRAS                                ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135304,UA/RECIFE                                    ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135306,UNID.ESTOQUE ESTRATEGICO/RJ                  ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135307,NUCLEO ESTOQUE REGULADOR/RJ - PGPM           ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135308,UA/LIRA TAVARES                              ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135309,UC/AMAVEL DAMASCENO                          ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135310,UNID. DE COMERCIALIZACAO EM VITORIA/ES       ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135311,UNID.ESTOQUE ESTRATEGICO/ES                  ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135312,NUCLEO ESTOQUE REGULADOR/ES - PGPM           ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135313,UC/BENFICA                                   ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135314,UF/IRAJA                                     ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135316,UNID.ESTOQUE ESTRATEGICO/RS                  ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135317,NUCLEO ESTOQUE REGULADOR/RS - PGPM           ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135318,UF/AUG.A.LEITAO                              ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135319,AF/PORTO ALEGRE                              ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135320,UA/CAMPINAS                                  ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135321,UA/CAPAO ALTO                                ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135322,UA/PORTO ALEGRE                              ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135323,UC/PORTO ALEGRE                              ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135324,UC/CAXIAS DO SUL                             ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135326,UNID.ESTOQUE ESTRATEGICO/SP                  ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135327,NUCLEO ESTOQUE REGULADOR/SP - PGPM           ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135328,MERC.PROD.MOGI DAS CRUZES                    ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135329,UA/IPIRANGA                                  ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135330,UA/MOOCA                                     ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135331,UA/BAURU                                     ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135332,UC/SAO PAULO                                 ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135333,UC/ARARAQUARA                                ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135334,UC/RIO CLARO                                 ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
37015,CONTROL-REGIONAL DA UNISãO NO ESTADO DO ES   ,37000,CONTROLADORIA GERAL DA UNIÃO                 ,37000,CONTROLADORIA GERAL DA UNIÃO                 
120276,DEST DE ENG DA COMARA EM SAO GABRIEL CACHOEIR,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120279,RANCHO CONCEITO DA DIRETORIA DE ADM.DA AERON.,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120293,AGENCIA CENTRAL DE LIVROS E REGULAMENTOS     ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120294,INSTITUTO DE AVIACAO CIVIL                   ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120295,ESCOLA DE 1º E 2º GRAUS TEN.REGO BARROS      ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120296,COLEGIO BRIGADEIRO NEWTON BRAGA              ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120298,CENTRO DE PREPARACAO DE OFICIAIS DA RESERVA  ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120299,GRUPO ESPECIAL DE ENSAIOS EM VOO             ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120300,GRUPO DE TRANSPORTE ESPECIAL                 ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120301,SEXTO ESQUADRAO DE TRANSPORTE AEREO          ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120302,PRIMEIRO GRUPO DE DEFESA AEREA               ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120303,ESQUADRAO AEROTERRESTRE DE SALVAMENTO        ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120304,ESQUADRIA DE DEMONSTRACAO AEREA              ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120305,PRIMEIRO DO DECIMO GRUPO DE AVIACAO          ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120306,PRIMEIRO DO DECIMO PRIMEIRO G.DE AVIACAO     ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120307,PRIMEIRO DO DECIMO QUARTO GRUPO DE AVIACAO   ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120308,PRIMEIRO DECIMO QUINTO GRUPO DE AVIACAO      ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120309,PRIMEIRO DO DECIMO SEXTO GRUPO DE AVIACAO    ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120310,PRIMEIRO NONO GRUPO DE AVIACAO               ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120311,PRIMEIRO OITAVO GRUPO DE AVIACAO             ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120312,PRIMEIRO DO PRIMEIRO GRUPO DE TRANSPORTE     ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
