"UNIT CODE","UNIT NAME","ORGAN CODE","ORGAN NAME","SUPERIOR ORGAN CODE","SUPERIOR ORGAN NAME"
135143,NUCLEO ESTOQUE REGULADOR/GO                  ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135144,UA/ITUMBIARA                                 ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135145,UA/PALMEIRAS DE GOIAS                        ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135146,UA/PARAUNA                                   ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135147,UA/PONTALINA                                 ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135148,UA/RIO VERDE                                 ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135149,UA/S.L.MONTES BELO                           ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135150,UA/GOIANESIA                                 ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135151,UA/QUIRINOPOLIS                              ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135152,UA/SANTA HELENA                              ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135153,UNIDADE ARMAZENADORA - CONAB - DF            ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135154,UC/RIO VERDE                                 ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135155,UC/GOIANIA                                   ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135156,UC/IPORA                                     ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135157,UC/JATAI                                     ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135159,UP/ANAPOLIS                                  ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135160,UNIDADE CENTRAL DE PIRACANJUBA               ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135161,UNIDADE CENTRAL DE ITAPURUNGA                ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135162,UNIDADE CENTRAL DE ACREUNA                   ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135163,UNIDADE CENTRAL BRITANIA                     ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135164,UNIDADE CENTRAL DE ITAUCU                    ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135165,UNIDADE CENTRAL MORRINHOS                    ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135166,UNIDADE CENTRAL DE ITAPIRAPUA                ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135167,UNID.ESTOQUE ESTRATEGICO/DF                  ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
120566,ADIDANCIA DAS FORCAS ARMADAS NA ESPANHA      ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120567,ADIDANCIA DAS FORCAS ARMADAS NA IUGOSLAVIA   ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120568,ADIDANCIA DAS FORCAS ARMADAS NA RUSSIA       ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120569,ADIDANCIA DAS FORCAS ARMADAS NO IRA          ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120570,ADIDAN.DAS FORCAS ARMAD. NO JAPAO E INDONESIA,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120571,ADIDANCIA DAS FORCAS ARMADAS NO MEXICO       ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120572,ADIDANCIA DO EXERCITO E AERONAUT.EM PORTUGAL ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120573,ADIDANC.DO EXERCITO E AERON.NA AFRICA DO SUL ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120574,ADIDANC.DO EXERCITO E AERONAUTICA NA ALEMANHA,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120575,CONSELHEIRO MILITAR DO BR JUNTO A ONU-GENEBRA,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120581,"ADID. DEF, EXERC E AERON REPUBLICA TCHECA    ",52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120600,BASE AEREA DE FORTALEZA - SAUDE              ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120601,BASE AEREA DE SALVADOR - SAUDE               ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120602,CENTRO DE INST.E ADAPTAC.DA AERONAUTICA-SAUDE,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120603,ESCOLA PREPARATORIA DE CADETES DO AR - SAUDE ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120604,PARQUE DE MAT.AERONAUT.DE LAGOA SANTA - SAUDE,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120605,BASE AEREA DE CAMPO GRANDE - SAUDE           ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120606,BASE AEREA DE SANTA CRUZ - SAUDE             ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120607,ACADEMIA DA FORCA AEREA - SAUDE              ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120608,BASE AEREA DE SANTOS - SAUDE                 ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120609,CENTRO TECNICO AEROESPACIAL - SAUDE          ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120610,ESCOLA ESPECIALISTA DE AERONAUTICA - SAUDE   ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120611,BASE AEREA DE FLORIANOPOLIS - SAUDE          ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120612,BASE AEREA DE SANTA MARIA - SAUDE            ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120613,BASE AEREA DE ANAPOLIS - SAUDE               ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120614,BASE AEREA DE PORTO VELHO - SAUDE            ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120615,BASE AEREA DE BOA VISTA - SAUDE              ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120616,COMANDO AEREO DE TREINAMENTO - SAUDE         ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120617,"2CEN.INT.DE DEF.AER.E CON.DE TRAF.AEREO-SAUDE",52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120618,BASE AEREA DE SAO PAULO                      ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
120700,DIRETORIA DE ECON E FINANÇAS DA AERONÁUTICA  ,52111,COMANDO DA AERONAUTICA                       ,52000,MINISTERIO DEFESA                            
78801,"3º ESQUADRãO DE HELICÓPTEROS DE EMPREGO GERAL",52000,MINISTERIO DEFESA                            ,52000,MINISTERIO DEFESA                            
135513,GERENCIA DE APOIO ADMINISTRATIVO             ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135514,GERENCIA DE PATRIMONIO E SEGUROS             ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135515,GERENCIA DE PROGRAMACAO FINANCEIRA           ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135516,GERENCIA DE EXECUCAO FINANCEIRA              ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135517,GERENCIA DE CONT. FINANC.OPER.GOVERNAMENTAIS ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135518,GERENCIA DE EXECUCAO CONTABIL                ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135519,GERENCIA DOCUMENT.E GARANTIAS CONTRATUAIS    ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135520,GERENCIA FISCAL E TRIBUTARIA                 ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135521,GERENCIA DE ANALISE E CUSTOS                 ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135522,"GERENCIA DE CARGOS,SALARIOS E CADASTRO       ",22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135523,GERENCIA DE FOLHA DE PAGAMENTO               ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135524,"GERENCIA DE BENEFICIO,SEGUR.E MEDIC.TRABALHO ",22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135525,SUBPROCURADORIA DE MATERIA ADMINISTRATIVA    ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135526,SUBPROCURADORIA DE MATERIA CONTENCIOSA       ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135527,"GERENCIA DE CARGOS,SALARIOS E AVALIACAO-GECAV",22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135528,GERENCIA DE CAPACITACAO E DESENVOL.-GECAP    ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135530,MO/ACRE                                      ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135531,UA/BERNARDINO DE CAMPOS                      ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135532,UA/MARABA                                    ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135533,UNIDADE CONAB PAA RIO GRANDE DO NORTE        ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135534,UNIDADE ARMAZENADORA ASSU                    ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135535,SUPERINTENDENCIA DE SUPORTE A AGRIC.FAMILIAR ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135536,GERENCIA DE PLANEJAMENTO E GESTAO - GEPLA    ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135537,GERENCIA DE ACOMPANHAMENTO E AVALIACAO-GERAV ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
135538,GERENCIA DE GEOTECNOLOGIAS - GEOTE           ,22211,COMPANHIA NACIONAL DE ABASTECIMENTO          ,22000,"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO "
